"","site","campaign","date","flow_state","season","position","position_d","water_temp_C","water_pH","water_conductivity_us_cm","DO_mg_L","DO_.","canopy_cover_.","wetted_width_m","discharge_m3_s","mean_velocity_m_s","mean_depth_cm","LML_coarse","LML_fine","k_day_coarse","k_day_fine","k_dday_coarse","k_dday_fine","OM_stock_g_m2","OM_flux_g_m2_s","sed_OM_percent","CO2_C_mg_m2_h","CH4_C_mg_m2_h","temp_C","DailyMeanWaterTemp_C","lat","lon","masl","Distance_to_source_km","dist_ds_dam_km","bedrock","boulder","cobble","pebble_gravel","fine_substrate"
"26","TA09","2","2022-07-18","flowing","Summer","downstream","downstream",19.35,7.35,67.5,8.23,97.7,37.5,4.51666666666667,0.198833333333333,0.273333333333333,26.8766666666667,0.833878143676951,0.427212905834384,0.130037846989076,0.0343589747458725,0.00731218061837488,0.0019320454392413,4.51750242476254,0.0020553204310974,0.833264125,88.4225059485558,13.5418959469728,28.5833333333333,25.25,45.449012,2.688945,892,16.679077,0.066843,0,0,40,40,20
"27","TA09","3","2022-10-12","flowing","Fall","downstream","downstream",12,7.11,67,9.89,100.7,24,9.46,0.3844,0.313,16.214,0.262912261588878,0.265036172479093,0.0208803033240758,0.0210403571433101,0.00172250967760605,0.00173571323352619,3.14971980395827,0.00773813096211132,0.898217455,35.2505367301903,0.879230520666144,15,11.9375,45.449012,2.688945,892,16.679077,0.066843,0,0,40,40,20
"28","TA10","1","2022-06-01","standing","Spring","downstream","dam",10.2,7.39,59.1,9.75,96.1,0,16.6666666666667,0,0,91.6666666666667,0.525654494336734,0.307521774905484,0.0517227362265212,0.0266485658442955,0.00327100308151912,0.00168528479647719,90.7341327906679,0.00204273012963349,1.17783896,5.20739167511107,0.690550362616714,11.6666666666667,12.8125,45.449249,2.690176,895,16.620201,0.058876,0,0,0,1,99
"29","TA10","2","2022-07-18","standing","Summer","downstream","dam",19.7,7.06,71.2,8.11,97,0,17.5,0,0,63.3333333333333,0.319151440163436,0.367231097489932,0.024979455703362,0.0289044770048266,0.00142127406575914,0.00164459882709783,866.11606816735,0.00293448045490243,1.681407328,49.2297794733537,13.1223921870273,35.25,23.7291666666667,45.449249,2.690176,895,16.620201,0.058876,0,0,0,1,99
"30","TA10","3","2022-10-12","standing","Fall","downstream","dam",12.6,7.19,68,9.29,96.2,0,27.6,0,0,77.5,0.24413759943583,0.260601817344654,0.0195859330123511,0.0207176770760074,0.00162343725651261,0.00171724516837558,61.9724758792013,0.0457877435732102,1.695221512,3.98288883008562,0.0905240744958663,18.6,12.7291666666667,45.449249,2.690176,895,16.620201,0.058876,0,0,0,1,99
"31","TA11","1","2022-06-01","flowing","Spring","upstream","upstream",11.2,7.48,59.8,10.01,101,40,4.65,0.221333333333333,0.289666666666667,24.5666666666667,0.8498244095201,0.376726849842992,0.189785609988557,0.0345210160985655,0.0129622164539477,0.00235775980542887,6.15757877086108,0.00252469094442128,0.866036609,62.4503354739014,9.19563990714193,25.3333333333333,13.2291666666667,45.449493,2.691514,898,16.469503,-0.1424822,0,0,10,40,50
"32","TA11","2","2022-07-18","flowing","Summer","upstream","upstream",17.15,7.16,69.2,8.66,98.7,50,7.78333333333333,0.291,0.314166666666667,14.345,0.431491490569391,0.403998595243681,0.034875160849796,0.0320104009766477,0.00196523714985433,0.00180380613732451,1.78382848858198,0.000120672011811334,1.085879133,93.1490232787736,12.5065777165434,26.4166666666667,21.5416666666667,45.449493,2.691514,898,16.469503,-0.1424822,0,0,10,40,50
"33","TA11","3","2022-10-12","flowing","Fall","upstream","upstream",13.7937962962963,7.26,68.2,9.32,97.7,0,5.33333333333333,0.823,0.601333333333333,31.3666666666667,0.330974799087453,0.299449638557684,0.026501791671528,0.0235601555668656,0.00217663211968551,0.00193503110986723,31.6314902615757,0.026688865331764,1.36858697005956,81.3949519146836,4.26812348893066,21.8333333333333,13.0833333333333,45.449493,2.691514,898,16.469503,-0.1424822,0,0,10,40,50
"34","TA12","1","2022-06-02","flowing","Spring","upstream","upstream",14.05,7.11,73.9,8,87.1,80,1.42,0.002,0.0444,9.2,0.40228645625588,0.181995768412039,0.0383492006902383,0.0181359378242253,0.00264519474663627,0.00125095403801139,14.3240080192118,0.000762910306080049,2.104184089,57.3636071691148,0.0282147723064113,21,15.6666666666667,45.476371,2.739655,1023,0.675494,-4.924723,0,0,0,10,90
"35","TA13","1","2022-06-03","flowing","Spring","upstream","upstream",13.6,7.44,50.3,9.49,102.6,45.8333333333333,5.45,0.202166666666667,0.246,19.9833333333333,0.682087271677521,0.541904726149935,0.143679194573064,0.0593223323880791,0.00971070714967661,0.00400936126464344,7.32275404211399,0.00237582573372047,0.543107128,49.3628275194869,0.0264696714384716,24.4166666666667,15.0208333333333,45.474947,2.743037,1020,9.820831,-6.2611542,0,0,40,50,10
"36","TA13","2","2022-07-21","flowing","Summer","upstream","upstream",15.3,7.35,66.8,9.03,100.3,46.6666666666667,5.28333333333333,0.1365,0.1995,17.9183333333333,0.501767199646336,0.367343205334128,0.0518604979375747,0.0338226108737814,0.00321707856246874,0.00209812864696633,8.92785385052075,0.00162286394964372,0.605720185,74.2593134201013,0.0170598175642978,23.5833333333333,17.3333333333333,45.474947,2.743037,1020,9.820831,-6.2611542,0,0,40,50,10
"37","TA13","3","2022-10-13","flowing","Fall","upstream","upstream",10.2,7.38,66,9.99,99.8,40,4.98,0.2608,0.3504,16.514,0.268407330437889,0.273087403631572,0.0213797588882266,0.0216088071936793,0.00183692439135121,0.00185660395936147,8.8803433025641,0.164140675370561,0.690788927,120.919548663551,0.0770719074214099,14.6,10.3541666666667,45.474947,2.743037,1020,9.820831,-6.2611542,0,0,40,50,10
"38","TA14","1","2022-06-02","flowing","Spring","upstream","upstream",10.4,7.6,48.1,9.7,100.8,96.6666666666667,3.35,0.132333333333333,0.306166666666667,17.2333333333333,0.618949664398627,0.320425567617669,0.0627453619192799,0.0277724921759803,0.00396698579344078,0.00175587610845713,13.7751334920181,0.00206145651383752,1.084289968,42.6047731596338,0.0198837592935354,12,13.6041666666667,45.4965028,2.777692,1174,5.40057,-10.8382312,0,0,30,60,10
"39","TA14","2","2022-07-21","flowing","Summer","upstream","upstream",12.65,7.48,58.4,9.28,99.3,97.5,2.73333333333333,0.0851666666666667,0.243666666666667,17.8533333333333,0.362020852808501,0.324379492890321,0.0331354161885523,0.029599645578621,0.0021019823485249,0.001877686767983,5.7678515232177,0.00412203140466123,0.932172838,34.0831685619865,0.00640563607868905,19.4166666666667,16.4583333333333,45.4965028,2.777692,1174,5.40057,-10.8382312,0,0,30,60,10
"40","TA14","3","2022-10-12","flowing","Fall","upstream","upstream",12,7.35,53.5,9.61,101.5,77,2.9,0.1548,0.3038,28.17,0.337939034864756,0.271008056755157,0.0253098287286096,0.0204815246785952,0.00242335471370131,0.00196105631159638,30.9257759682251,0.0958478412071734,0.854793168,43.4214599638322,0.0153806539165774,14.5,12.5,45.4965028,2.777692,1174,5.40057,-10.8382312,0,0,30,60,10
"41","TA15","1","2022-06-02","flowing","Spring","upstream","upstream",12.2,7.84,40.2,9.53,101.4,69.1666666666667,2.775,0.047,0.187833333333333,11.6333333333333,0.899941441887682,0.427741406219213,0.171560671129523,0.0306691269842977,0.0122909137525629,0.00219719118693477,3.43146902856937,0.000713729206068469,0.458096591,29.8000196213775,0.0163429249553274,18.5,13.5208333333333,45.494587,2.779029,1162,5.506512,-10.7068522,0,5,20,70,5
"42","TA15","2","2022-07-21","flowing","Summer","upstream","upstream",12.65,7.17,45.6,9.25,98.7,89.1666666666667,2.53333333333333,0.0453333333333333,0.208833333333333,11.11,0.514800152880965,0.477231903676407,0.0507826215235845,0.0471950107607373,0.00310364186152486,0.00288438065341141,3.12411701360367,0.000804561472363964,0.468459448,54.5475113065765,0.0275162840657571,19,16.4166666666667,45.494587,2.779029,1162,5.506512,-10.7068522,0,5,20,70,5
"43","TA15","3","2022-10-11","flowing","Fall","upstream","upstream",11.9,7.22,47.5,9.52,100.1,62.5,2.7,0.08575,0.21025,18.6875,0.381898871266666,0.306146538935643,0.0278644274228163,0.0219145802865156,0.0024975503673613,0.00196425238583366,11.6006133183056,0.0351806283592222,0.397062441,33.3136319038569,0.00746616164741748,15.375,12.5208333333333,45.494587,2.779029,1162,5.506512,-10.7068522,0,5,20,70,5
"44","TA17","1","2022-06-03","flowing","Spring","upstream","upstream",18.4,7.36,49.3,8.64,105.3,41.6666666666667,2.43333333333333,0.097,0.425166666666667,11.5833333333333,0.863759894515126,0.294951463442801,0.201555652222898,0.0270703208868358,0.0135901423068975,0.00182525029235415,6.85889865815936,0.00176255048749114,0.979479896,71.6708221441091,0.727173751675466,23.5,17.0833333333333,45.484253,2.781923,1173,7.191351,-11.2349462,0,5,25,65,5
"45","TA17","2","2022-07-22","flowing","Summer","upstream","upstream",15.4,7.14,61.6,8.83,100.5,13.3333333333333,2.41666666666667,0.0528333333333333,0.247166666666667,13.2183333333333,0.518669780680559,0.326703369713292,0.051234822596696,0.0298055843060313,0.00306599852635721,0.00178362826156054,5.14621760574767,0.00421064929604362,1.107584251,58.4369672747941,0.335075712487545,25.25,18.4583333333333,45.484253,2.781923,1173,7.191351,-11.2349462,0,5,25,65,5
"46","TA17","3","2022-10-13","flowing","Fall","upstream","upstream",10.4,8.6,64.7,9.76,99.6,17,2.16,0.075,0.3244,12.074,0.381388995490384,0.263804068641652,0.0299817010079541,0.0210069370543649,0.00280348373061389,0.00196428502326529,13.2408719571893,0.0672114663498751,0.941900759,123.850577495585,1.08151266980306,14,10.4166666666667,45.484253,2.781923,1173,7.191351,-11.2349462,0,5,25,65,5
"47","TA20","1","2022-06-03","flowing","Spring","upstream","upstream",11.6,6.91,61.6,8.88,91.8,63.3333333333333,2.2,0.133333333333333,0.273666666666667,37.1666666666667,0.392416696657099,0.240725149234688,0.0390505856813667,0.02390372720399,0.00242690616268052,0.00148556293971484,20.4829193632757,0.00274574262254957,2.627204628,363.333950760053,3.30419836235171,15.5,15.0833333333333,45.4506271,2.7810752,1041,6.229231,-10.0297666,0,0,40,10,50
"48","TA20","2","2022-07-21","flowing","Summer","upstream","upstream",19.35,7.13,62.3,7.59,92.3,49.1666666666667,1.8,0.0333333333333333,0.0813333333333333,31.73,0.355714049200432,0.285376222511578,0.0326090080770386,0.0262553075256433,0.00178182285470285,0.00143464366950138,31.1627580892283,0.000783495349630719,2.110702104,86.5365813268978,0.370856437136844,29.5,19.2083333333333,45.4506271,2.7810752,1041,6.229231,-10.0297666,0,0,40,10,50
"49","TA20","3","2022-10-13","flowing","Fall","upstream","upstream",10,6.41,93,7.27,72.1,4,2.22,0.0584,0.1172,29.34,0.252819368133943,0.256338430011265,0.0202201126612648,0.0204238695211481,0.00175736105902353,0.00177506988078266,36.7935727152112,0.00692009618475427,1.811096993,374.024043928794,1.29978025006087,12.5,9.8125,45.4506271,2.7810752,1041,6.229231,-10.0297666,0,0,25,20,45
"50","TA21","1","2022-06-03","flowing","Spring","upstream","upstream",13.6,7.26,43,8.98,97.9,83.3333333333333,2.4,0.141833333333333,0.593,13.0666666666667,0.525769899462926,0.216982273577614,0.0579399728177943,0.012965776938393,0.00350344704107596,0.000783999554036956,28.8376420003028,0.00570163369176716,3.510848892,140.198800144018,0.527411595140877,18.0833333333333,15.5208333333333,45.459479,2.8027069,1110,3.797041,-12.3666486,0,0,25,70,5
"51","TA21","2","2022-07-21","flowing","Summer","upstream","upstream",17.45,7.31,45,8.12,95.7,82.5,2.28333333333333,0.0236666666666667,0.1795,7.91833333333333,0.583738223594252,0.318519207334131,0.0797349071845629,0.029256888486782,0.00506998526696073,0.00186031436948629,59.5459412936335,0.00281135082312865,3.014314248,53.5793540665255,0.0498155737281185,23.1666666666667,19.8125,45.459479,2.8027069,1110,3.797041,-12.3666486,0,0,25,70,5
"52","TA21","3","2022-10-13","flowing","Fall","upstream","upstream",9.4,7.44,50,9.64,95,64,2.3,0.0264,0.243,6.908,0.287742655297621,0.233620538334887,0.022752093636476,0.0188863560171369,0.00199288411414388,0.00165427935916527,32.1379816125289,0.00292262432174002,2.708192282,105.75469404052,0.0614615792957767,10.7,9.72916666666667,45.459479,2.8027069,1110,3.797041,-12.3666486,0,0,25,70,5
"53","TA22","1","2022-06-02","flowing","Spring","upstream","upstream",10.6,7.92,29.3,10.13,105.7,0,2.31666666666667,0.0275,0.1385,11.6,0.672419651844984,0.378657128413188,0.071727710559741,0.0329385181530965,0.00605140351808361,0.0027789018090309,8.38740175645432,0.00624760288024836,1.202845882,-7.17514624411589,0.00222507653046757,17.6666666666667,13.2916666666667,45.4970664,2.8137388,1300,3.617753,-14.8085442,0,0,20,70,10
"54","TA22","2","2022-07-22","flowing","Summer","upstream","upstream",12.15,7.23,36.8,9.33,100.4,0,1.93333333333333,0.0298333333333333,0.207833333333333,10.2333333333333,0.594885794680695,0.419035242201328,0.0623586470673786,0.038785763620941,0.00502123681884577,0.00312310342670019,4.81258837913987,0.000637761977787071,1.053685193,16.9202473947423,0.00207838866832768,28.25,15.8125,45.4970664,2.8137388,1300,3.617753,-14.8085442,0,0,20,70,10
"55","TA22","3","2022-10-14","flowing","Fall","upstream","upstream",9.3,7.40590062111801,29.2,10.15,102.3,0,2.26,0.0962,0.2932,16.7,0.708432434813841,0.280233548782778,0.0841905311002928,0.0232397218591386,0.00857446529347348,0.00236687173613124,12.8935082024786,0.0940864473669652,1.36858697005956,23.4823474823597,0.00789250533330633,13,10,45.4970664,2.8137388,1300,3.617753,-14.8085442,0,0,60,35,5
"56","TA24","1","2022-06-02","flowing","Spring","upstream","upstream",11.6,7.4,24,9.18,97.8,80,1.76666666666667,0.011,0.104166666666667,8.23333333333333,0.826120899135523,0.204194581899375,0.114970905835033,0.0187550350697383,0.00874799483743951,0.00142704755411324,47.355315266372,0.00171628236105095,1.081956354,23.3809611263484,0.00036003036225065,18.0833333333333,14.2083333333333,45.4998585,2.8328389,1368,1.293975,-18.9915126,0,1,50,44,5
"57","TA24","2","2022-07-22","flowing","Summer","upstream","upstream",14.25,7.2,27.9,8.27,93.7,84.1666666666667,1.75,0.00916666666666667,0.162166666666667,4.98083333333333,0.917688254375205,0.32997102660628,0.236525813410698,0.0302869123899622,0.0164367652848744,0.00210471264416692,6.58823825837478,0.00072427609095694,0.961658772,48.9843282749185,0.00215885055450702,25.5,18.125,45.4998585,2.8328389,1368,1.293975,-18.9915126,0,1,50,44,5
"58","TA24","3","2022-10-14","flowing","Fall","upstream","upstream",9.6,8.04,22.9,9.94,101.4,60,1.9,0.045,0.2552,12.022,0.531958250768196,0.25969500603167,0.0493836058993905,0.0216876050573023,0.00471911822251791,0.00207247669271454,8.23219197400859,0.0787141616923919,1.009235253,21.8454378327023,0.00422455607189275,12.3,10.5208333333333,45.4998585,2.8328389,1368,1.293975,-18.9915126,0,1,50,44,5
